vendor,api_slug,class,reason,removed,readd_condition,evidence_source
swaggerhub.ciss9,apiladdition,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.ciss9,borneo,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.cloudappi,api-collectables,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.cloudappi,api-taya-sync,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.copa-airlines,api-revenue-management-bid-price-v-1-0,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal airline revenue-management API; no public developer program,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.copa-airlines,api-upload-bid-price-info-v-1-0,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal airline revenue-management API; no public developer program,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.coria9404-1,api-categorias,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.coria9404-1,api-estadosretiros,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.coria9404-1,api-pais,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.cpete405-dasal,activity-api-documentation-relationships-dasal,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.cpete405-dasal,api-documentation-guns-dasal,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.csodedge,assessment,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal partner assessment integration API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.csodedge,assessment-callback,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal partner webhook/callback API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.csodedge,background-check,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal partner background-check integration API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.csodedge,background-check-callback,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal partner webhook/callback API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.darkness6345122-1,apexbank,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.darkness6345122-1,bank-api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.datasys,balikoboxy-parcel-management,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.datasys,balikoboxy-user-management,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.dby,berrycertfront-dashboard-1.4,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.denefits,alternateemails,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal Denefits microservice not public API,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.denefits,alternateemailsadmin,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal Denefits admin microservice,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.dev16,api,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.dev16,apitessera,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.devgram,apiguardado,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.devgram,apijuegos,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.devgram,apiusuarios,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.direct-wines,accountlookupservice,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal Direct Wines service not public,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.direct-wines,address-party-schemas,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal Direct Wines schemas not public,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.direct-wines,agentgiftcardsapisuite,junk-or-private,private-confirmed (junk-recheck-w2 2026-08-05): internal Direct Wines agent giftcard suite,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.dxc53,apimactividad,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.dxc53,apimalerta,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
swaggerhub.dxc53,apimempresa,junk-or-private,junk-confirmed (junk-recheck-w2 2026-08-05): swaggerhub-scratch,2026-08-06,"Only if the vendor demonstrably relaunches a PUBLIC API program: cite live docs URL + successful unauthenticated probe of the docs, and record the revocation in this file and in the curation ledger.",junk-recheck-w2
